"NGAsubRSN","NGAsubEQID","NGAsubSSN"
7004634,7000044,7000041
7004653,7000044,7000058
7004656,7000044,7000435
7004659,7000044,7000063
7004660,7000044,7000064
7004663,7000044,7000343
7004670,7000044,7000345
7004671,7000044,7000524
7004684,7000044,7000069
7004685,7000044,7000398
7004686,7000044,7000070
7004687,7000044,7000072
7004688,7000044,7000073
7004689,7000044,7000399
7004690,7000044,7000257
7004691,7000044,7000347
7004692,7000044,7000400
7004693,7000044,7000075
7004694,7000044,7000076
7004695,7000044,7000077
7004696,7000044,7000258
7004697,7000044,7000259
7004698,7000044,7000078
7004699,7000044,7000079
7004700,7000044,7000080
7004701,7000044,7000081
7004702,7000044,7000209
7004703,7000044,7000082
7004704,7000044,7000084
7004705,7000044,7000260
7004706,7000044,7000261
7004707,7000044,7000262
7004708,7000044,7000263
7004709,7000044,7000348
7004710,7000044,7000401
7004711,7000044,7000349
7004712,7000044,7000443
7004713,7000044,7000350
7004714,7000044,7000402
7004715,7000044,7000403
7004716,7000044,7000351
7004717,7000044,7000352
7004718,7000044,7000446
7004719,7000044,7000353
7004720,7000044,7000354
7004721,7000044,7000447
7004722,7000044,7000355
7004723,7000044,7000356
7004724,7000044,7000473
7004725,7000044,7000498
7004726,7000044,7000477
7004727,7000044,7000478
7004728,7000044,7000479
7004729,7000044,7000480
7004730,7000044,7000264
7004731,7000044,7000468
7004732,7000044,7000469
7004733,7000044,7000467
7004734,7000044,7000471
7004735,7000044,7000481
7004736,7000044,7000490
7004737,7000044,7000503
7004738,7000044,7000001
7004739,7000044,7000405
7004740,7000044,7000265
7004741,7000044,7000085
7004742,7000044,7000087
7004743,7000044,7000224
7004744,7000044,7000225
7004745,7000044,7000089
7004746,7000044,7000091
7004747,7000044,7000242
7004748,7000044,7000093
7004749,7000044,7000094
7004750,7000044,7000098
7004751,7000044,7000100
7004752,7000044,7000101
7004753,7000044,7000464
7004754,7000044,7000266
7004755,7000044,7000267
7004756,7000044,7000268
7004757,7000044,7000269
7004758,7000044,7000270
7004759,7000044,7000271
7004760,7000044,7000210
7004761,7000044,7000104
7004762,7000044,7000272
7004763,7000044,7000273
7004764,7000044,7000274
7004765,7000044,7000106
7004766,7000044,7000108
7004767,7000044,7000211
7004768,7000044,7000109
7004769,7000044,7000212
7004770,7000044,7000277
7004771,7000044,7000278
7004772,7000044,7000279
7004773,7000044,7000281
7004774,7000044,7000284
7004775,7000044,7000285
7004776,7000044,7000286
7004777,7000044,7000289
7004778,7000044,7000290
7004779,7000044,7000485
7004780,7000044,7000530
7004795,7000044,7000406
7004796,7000044,7000116
7004808,7000044,7000550
7004809,7000044,7000291
7004810,7000044,7000292
7004811,7000044,7000438
7004812,7000044,7000551
7004813,7000044,7000117
7004814,7000044,7000002
7004815,7000044,7000213
7004816,7000044,7000408
7004817,7000044,7000214
7004818,7000044,7000293
7004819,7000044,7000294
7004820,7000044,7000003
7004821,7000044,7000295
7004822,7000044,7000005
7004823,7000044,7000006
7004824,7000044,7000007
7004825,7000044,7000232
7004826,7000044,7000008
7004827,7000044,7000009
7004828,7000044,7000233
7004829,7000044,7000119
7004830,7000044,7000121
7004831,7000044,7000122
7004832,7000044,7000123
7004833,7000044,7000013
7004834,7000044,7000235
7004835,7000044,7000236
7004836,7000044,7000124
7004837,7000044,7000125
7004838,7000044,7000215
7004839,7000044,7000216
7004840,7000044,7000217
7004841,7000044,7000298
7004842,7000044,7000126
7004843,7000044,7000237
7004844,7000044,7000128
7004845,7000044,7000238
7004846,7000044,7000129
7004847,7000044,7000130
7004848,7000044,7000132
7004849,7000044,7000134
7004850,7000044,7000245
7004851,7000044,7000135
7004852,7000044,7000136
7004853,7000044,7000137
7004854,7000044,7000138
7004855,7000044,7000139
7004856,7000044,7000246
7004857,7000044,7000247
7004858,7000044,7000140
7004859,7000044,7000239
7004860,7000044,7000240
7004861,7000044,7000409
7004862,7000044,7000410
7004863,7000044,7000249
7004864,7000044,7000411
7004865,7000044,7000299
7004866,7000044,7000300
7004867,7000044,7000301
7004868,7000044,7000302
7004869,7000044,7000304
7004870,7000044,7000307
7004871,7000044,7000308
7004872,7000044,7000441
7004873,7000044,7000309
7004874,7000044,7000310
7004875,7000044,7000311
7004876,7000044,7000312
7004877,7000044,7000314
7004878,7000044,7000373
7004879,7000044,7000318
7004880,7000044,7000320
7004881,7000044,7000374
7004882,7000044,7000375
7004883,7000044,7000322
7004884,7000044,7000552
7004885,7000044,7000465
7004886,7000044,7000466
7004887,7000044,7000491
7004888,7000044,7000492
7004889,7000044,7000553
7004890,7000044,7000509
7004891,7000044,7000510
7004892,7000044,7000250
7004893,7000044,7000323
7004894,7000044,7000143
7004895,7000044,7000144
7004896,7000044,7000220
7004897,7000044,7000147
7004898,7000044,7000148
7004899,7000044,7000149
7004900,7000044,7000150
7004901,7000044,7000151
7004902,7000044,7000221
7004903,7000044,7000324
7004904,7000044,7000415
7004905,7000044,7000484
7004906,7000044,7000153
7004907,7000044,7000156
7004908,7000044,7000157
7004909,7000044,7000158
7004910,7000044,7000159
7004911,7000044,7000160
7004912,7000044,7000162
7004913,7000044,7000416
7004914,7000044,7000165
7004915,7000044,7000167
7004916,7000044,7000417
7004917,7000044,7000168
7004918,7000044,7000169
7004919,7000044,7000170
7004920,7000044,7000171
7004921,7000044,7000172
7004922,7000044,7000418
7004923,7000044,7000173
7004924,7000044,7000174
7004925,7000044,7000175
7004926,7000044,7000176
7004927,7000044,7000461
7004928,7000044,7000177
7004929,7000044,7000419
7004930,7000044,7000451
7004931,7000044,7000178
7004932,7000044,7000420
7004933,7000044,7000357
7004934,7000044,7000180
7004935,7000044,7000181
7004936,7000044,7000183
7004937,7000044,7000184
7004939,7000044,7000188
7004940,7000044,7000190
7004941,7000044,7000192
7004942,7000044,7000193
7004943,7000044,7000194
7004944,7000044,7000195
7004945,7000044,7000196
7004946,7000044,7000197
7004947,7000044,7000252
7004948,7000044,7000200
7004949,7000044,7000201
7004950,7000044,7000202
7004951,7000044,7000203
7004952,7000044,7000376
7004953,7000044,7000325
7004954,7000044,7000326
7004955,7000044,7000377
7004956,7000044,7000327
7004957,7000044,7000328
7004958,7000044,7000330
7004959,7000044,7000422
7004960,7000044,7000554
7004961,7000044,7000423
7004962,7000044,7000424
7004963,7000044,7000426
7004964,7000044,7000358
7004965,7000044,7000359
7004966,7000044,7000427
7004967,7000044,7000360
7004968,7000044,7000361
7004969,7000044,7000362
7004970,7000044,7000331
7004971,7000044,7000333
7004972,7000044,7000334
7004973,7000044,7000363
7004974,7000044,7000364
7004976,7000044,7000365
7004977,7000044,7000366
7004978,7000044,7000336
7004979,7000044,7000367
7004980,7000044,7000338
7004981,7000044,7000555
7004982,7000044,7000556
7004983,7000044,7000557
7004984,7000044,7000558
7004985,7000044,7000559
7004986,7000044,7000512
7004987,7000044,7000513
7004988,7000044,7000474
7004989,7000044,7000560
7004990,7000044,7000561
7004991,7000044,7000514
7004992,7000044,7000562
7004993,7000044,7000563
7004994,7000044,7000564
7004995,7000044,7000565
7004996,7000044,7000566
7004997,7000044,7000206
7004999,7000044,7000567
7005000,7000044,7000463
7005001,7000044,7000431
7005002,7000044,7000568
7005003,7000044,7000370
7005004,7000044,7000432
7005005,7000044,7000433
7005006,7000044,7000455
7005007,7000044,7000495
7005008,7000044,7000569
7005009,7000044,7000517
7005010,7000044,7000570
7005011,7000044,7000472
7005022,7000045,7000440
7005047,7000045,7000058
7005060,7000045,7000254
7005071,7000045,7000397
7005072,7000045,7000346
7005073,7000045,7000071
7005074,7000045,7000072
7005075,7000045,7000073
7005076,7000045,7000074
7005077,7000045,7000399
7005078,7000045,7000347
7005079,7000045,7000400
7005080,7000045,7000075
7005081,7000045,7000076
7005082,7000045,7000077
7005083,7000045,7000258
7005084,7000045,7000259
7005085,7000045,7000078
7005086,7000045,7000079
7005087,7000045,7000080
7005088,7000045,7000081
7005089,7000045,7000082
7005090,7000045,7000084
7005091,7000045,7000575
7005092,7000045,7000260
7005093,7000045,7000261
7005094,7000045,7000262
7005095,7000045,7000263
7005096,7000045,7000348
7005097,7000045,7000443
7005098,7000045,7000350
7005099,7000045,7000402
7005100,7000045,7000403
7005101,7000045,7000352
7005102,7000045,7000446
7005103,7000045,7000353
7005104,7000045,7000404
7005105,7000045,7000354
7005106,7000045,7000447
7005107,7000045,7000355
7005108,7000045,7000356
7005109,7000045,7000473
7005110,7000045,7000497
7005111,7000045,7000498
7005112,7000045,7000476
7005113,7000045,7000477
7005114,7000045,7000478
7005115,7000045,7000479
7005116,7000045,7000480
7005117,7000045,7000576
7005118,7000045,7000264
7005119,7000045,7000468
7005120,7000045,7000469
7005121,7000045,7000467
7005122,7000045,7000481
7005123,7000045,7000490
7005124,7000045,7000001
7005125,7000045,7000405
7005126,7000045,7000265
7005127,7000045,7000086
7005128,7000045,7000087
7005129,7000045,7000088
7005130,7000045,7000089
7005131,7000045,7000091
7005132,7000045,7000092
7005133,7000045,7000226
7005134,7000045,7000242
7005135,7000045,7000093
7005136,7000045,7000094
7005137,7000045,7000095
7005138,7000045,7000243
7005139,7000045,7000099
7005140,7000045,7000266
7005141,7000045,7000267
7005142,7000045,7000268
7005143,7000045,7000223
7005144,7000045,7000102
7005145,7000045,7000269
7005146,7000045,7000103
7005147,7000045,7000271
7005148,7000045,7000210
7005149,7000045,7000104
7005150,7000045,7000273
7005151,7000045,7000274
7005152,7000045,7000436
7005153,7000045,7000105
7005154,7000045,7000275
7005155,7000045,7000437
7005156,7000045,7000106
7005157,7000045,7000107
7005158,7000045,7000276
7005159,7000045,7000277
7005160,7000045,7000278
7005161,7000045,7000281
7005162,7000045,7000284
7005163,7000045,7000285
7005164,7000045,7000286
7005165,7000045,7000288
7005166,7000045,7000289
7005167,7000045,7000290
7005207,7000045,7000291
7005208,7000045,7000002
7005209,7000045,7000231
7005210,7000045,7000214
7005211,7000045,7000293
7005212,7000045,7000003
7005213,7000045,7000295
7005214,7000045,7000007
7005215,7000045,7000118
7005216,7000045,7000232
7005217,7000045,7000008
7005218,7000045,7000233
7005219,7000045,7000119
7005220,7000045,7000120
7005221,7000045,7000121
7005222,7000045,7000234
7005223,7000045,7000123
7005224,7000045,7000013
7005225,7000045,7000235
7005226,7000045,7000296
7005227,7000045,7000124
7005228,7000045,7000215
7005229,7000045,7000297
7005230,7000045,7000217
7005231,7000045,7000218
7005232,7000045,7000298
7005233,7000045,7000128
7005234,7000045,7000238
7005235,7000045,7000129
7005236,7000045,7000130
7005237,7000045,7000244
7005238,7000045,7000132
7005239,7000045,7000134
7005240,7000045,7000135
7005241,7000045,7000136
7005242,7000045,7000137
7005243,7000045,7000434
7005244,7000045,7000138
7005245,7000045,7000139
7005246,7000045,7000246
7005247,7000045,7000247
7005248,7000045,7000240
7005249,7000045,7000409
7005250,7000045,7000410
7005251,7000045,7000249
7005252,7000045,7000299
7005253,7000045,7000300
7005254,7000045,7000302
7005255,7000045,7000303
7005256,7000045,7000412
7005257,7000045,7000307
7005258,7000045,7000308
7005259,7000045,7000441
7005260,7000045,7000310
7005261,7000045,7000312
7005262,7000045,7000313
7005263,7000045,7000314
7005264,7000045,7000316
7005265,7000045,7000317
7005266,7000045,7000373
7005267,7000045,7000318
7005268,7000045,7000319
7005269,7000045,7000320
7005270,7000045,7000374
7005271,7000045,7000375
7005272,7000045,7000322
7005273,7000045,7000465
7005274,7000045,7000466
7005276,7000045,7000491
7005277,7000045,7000492
7005278,7000045,7000553
7005279,7000045,7000509
7005280,7000045,7000510
7005281,7000045,7000596
7005282,7000045,7000142
7005283,7000045,7000144
7005284,7000045,7000145
7005285,7000045,7000220
7005286,7000045,7000150
7005287,7000045,7000221
7005288,7000045,7000415
7005289,7000045,7000154
7005290,7000045,7000155
7005291,7000045,7000159
7005292,7000045,7000160
7005293,7000045,7000161
7005294,7000045,7000162
7005295,7000045,7000163
7005296,7000045,7000164
7005297,7000045,7000166
7005298,7000045,7000168
7005299,7000045,7000460
7005300,7000045,7000170
7005301,7000045,7000171
7005302,7000045,7000251
7005303,7000045,7000418
7005304,7000045,7000174
7005305,7000045,7000461
7005306,7000045,7000419
7005307,7000045,7000450
7005308,7000045,7000451
7005309,7000045,7000178
7005310,7000045,7000597
7005311,7000045,7000241
7005312,7000045,7000180
7005313,7000045,7000182
7005314,7000045,7000183
7005315,7000045,7000184
7005316,7000045,7000185
7005317,7000045,7000186
7005318,7000045,7000188
7005319,7000045,7000189
7005320,7000045,7000191
7005321,7000045,7000192
7005322,7000045,7000193
7005323,7000045,7000194
7005324,7000045,7000195
7005325,7000045,7000222
7005326,7000045,7000196
7005327,7000045,7000197
7005328,7000045,7000198
7005329,7000045,7000252
7005331,7000045,7000201
7005332,7000045,7000202
7005333,7000045,7000203
7005334,7000045,7000325
7005335,7000045,7000377
7005336,7000045,7000327
7005337,7000045,7000328
7005338,7000045,7000330
7005339,7000045,7000424
7005340,7000045,7000425
7005341,7000045,7000426
7005342,7000045,7000452
7005343,7000045,7000358
7005344,7000045,7000359
7005345,7000045,7000360
7005346,7000045,7000361
7005347,7000045,7000362
7005349,7000045,7000334
7005350,7000045,7000364
7005351,7000045,7000365
7005352,7000045,7000366
7005353,7000045,7000429
7005354,7000045,7000337
7005355,7000045,7000367
7005356,7000045,7000368
7005357,7000045,7000338
7005358,7000045,7000378
7005359,7000045,7000369
7005360,7000045,7000339
7005361,7000045,7000555
7005362,7000045,7000556
7005363,7000045,7000598
7005364,7000045,7000558
7005365,7000045,7000599
7005366,7000045,7000512
7005368,7000045,7000513
7005369,7000045,7000561
7005370,7000045,7000514
7005371,7000045,7000601
7005372,7000045,7000602
7005373,7000045,7000562
7005374,7000045,7000603
7005375,7000045,7000604
7005376,7000045,7000204
7005377,7000045,7000205
7005378,7000045,7000515
7005386,7000045,7000206
7005389,7000045,7000567
7005390,7000045,7000430
7005391,7000045,7000613
7005397,7000045,7000370
7005398,7000045,7000432
7005399,7000045,7000433
7005400,7000045,7000454
7005401,7000045,7000455
7005404,7000045,7000619
7005405,7000045,7000495
7005406,7000045,7000496
7005407,7000045,7000620
7005408,7000045,7000516
7005409,7000045,7000569
7005410,7000045,7000517
7005839,7000048,7000475
7005840,7000048,7000457
7005841,7000048,7000014
7005842,7000048,7000439
7005843,7000048,7000015
7005844,7000048,7000379
7005845,7000048,7000016
7005846,7000048,7000017
7005847,7000048,7000019
7005848,7000048,7000380
7005849,7000048,7000020
7005850,7000048,7000021
7005851,7000048,7000022
7005852,7000048,7000023
7005853,7000048,7000025
7005854,7000048,7000026
7005855,7000048,7000027
7005856,7000048,7000028
7005857,7000048,7000030
7005858,7000048,7000519
7005859,7000048,7000381
7005860,7000048,7000227
7005861,7000048,7000032
7005862,7000048,7000033
7005863,7000048,7000229
7005864,7000048,7000253
7005865,7000048,7000035
7005866,7000048,7000340
7005867,7000048,7000036
7005868,7000048,7000208
7005869,7000048,7000382
7005870,7000048,7000038
7005871,7000048,7000041
7005872,7000048,7000044
7005873,7000048,7000341
7005874,7000048,7000342
7005875,7000048,7000045
7005876,7000048,7000384
7005877,7000048,7000444
7005878,7000048,7000385
7005879,7000048,7000386
7005880,7000048,7000048
7005881,7000048,7000051
7005882,7000048,7000052
7005883,7000048,7000053
7005884,7000048,7000055
7005885,7000048,7000637
7005886,7000048,7000056
7005887,7000048,7000499
7005888,7000048,7000571
7005889,7000048,7000520
7005890,7000048,7000638
7005891,7000048,7000521
7005892,7000048,7000387
7005893,7000048,7000057
7005894,7000048,7000058
7005895,7000048,7000059
7005896,7000048,7000230
7005897,7000048,7000060
7005898,7000048,7000572
7005899,7000048,7000061
7005900,7000048,7000063
7005901,7000048,7000064
7005902,7000048,7000639
7005903,7000048,7000388
7005904,7000048,7000065
7005905,7000048,7000343
7005906,7000048,7000391
7005907,7000048,7000344
7005908,7000048,7000392
7005909,7000048,7000573
7005910,7000048,7000393
7005911,7000048,7000500
7005912,7000048,7000523
7005913,7000048,7000394
7005914,7000048,7000345
7005915,7000048,7000524
7005916,7000048,7000254
7005917,7000048,7000255
7005918,7000048,7000371
7005919,7000048,7000395
7005920,7000048,7000396
7005921,7000048,7000640
7005922,7000048,7000525
7005923,7000048,7000641
7005924,7000048,7000501
7005925,7000048,7000487
7005926,7000048,7000527
7005927,7000048,7000528
7005928,7000048,7000642
7005929,7000048,7000488
7005930,7000048,7000625
7005931,7000048,7000529
7005932,7000048,7000643
7005934,7000048,7000644
7005935,7000048,7000346
7005936,7000048,7000071
7005937,7000048,7000445
7005938,7000048,7000072
7005939,7000048,7000073
7005940,7000048,7000074
7005949,7000048,7000259
7005950,7000048,7000079
7005951,7000048,7000080
7005953,7000048,7000209
7005954,7000048,7000082
7005955,7000048,7000575
7005959,7000048,7000348
7005960,7000048,7000401
7005961,7000048,7000349
7005962,7000048,7000443
7005963,7000048,7000350
7005964,7000048,7000402
7005965,7000048,7000403
7005966,7000048,7000352
7005967,7000048,7000446
7005968,7000048,7000353
7005969,7000048,7000404
7005970,7000048,7000354
7005971,7000048,7000447
7005972,7000048,7000355
7005973,7000048,7000356
7005978,7000048,7000479
7005979,7000048,7000489
7005980,7000048,7000634
7005983,7000048,7000469
7005984,7000048,7000467
7005985,7000048,7000471
7006014,7000048,7000645
7006015,7000048,7000110
7006016,7000048,7000646
7006017,7000048,7000577
7006018,7000048,7000531
7006019,7000048,7000647
7006020,7000048,7000578
7006021,7000048,7000532
7006022,7000048,7000648
7006023,7000048,7000649
7006024,7000048,7000533
7006025,7000048,7000111
7006026,7000048,7000504
7006027,7000048,7000650
7006028,7000048,7000113
7006029,7000048,7000651
7006030,7000048,7000579
7006031,7000048,7000535
7006032,7000048,7000114
7006033,7000048,7000652
7006034,7000048,7000115
7006035,7000048,7000653
7006036,7000048,7000538
7006037,7000048,7000539
7006038,7000048,7000654
7006039,7000048,7000655
7006040,7000048,7000656
7006041,7000048,7000580
7006042,7000048,7000657
7006043,7000048,7000658
7006044,7000048,7000659
7006045,7000048,7000581
7006046,7000048,7000582
7006047,7000048,7000660
7006048,7000048,7000661
7006049,7000048,7000583
7006050,7000048,7000540
7006051,7000048,7000662
7006052,7000048,7000584
7006053,7000048,7000406
7006054,7000048,7000663
7006055,7000048,7000585
7006056,7000048,7000116
7006057,7000048,7000664
7006058,7000048,7000665
7006059,7000048,7000666
7006060,7000048,7000667
7006061,7000048,7000541
7006062,7000048,7000668
7006063,7000048,7000669
7006064,7000048,7000542
7006065,7000048,7000670
7006066,7000048,7000543
7006067,7000048,7000671
7006068,7000048,7000587
7006069,7000048,7000544
7006070,7000048,7000672
7006071,7000048,7000545
7006072,7000048,7000588
7006073,7000048,7000589
7006074,7000048,7000673
7006075,7000048,7000674
7006076,7000048,7000590
7006077,7000048,7000546
7006078,7000048,7000591
7006079,7000048,7000675
7006080,7000048,7000507
7006081,7000048,7000547
7006082,7000048,7000548
7006083,7000048,7000508
7006084,7000048,7000592
7006085,7000048,7000676
7006086,7000048,7000593
7006089,7000048,7000678
7006090,7000048,7000679
7006091,7000048,7000680
7006092,7000048,7000681
7006093,7000048,7000682
7006094,7000048,7000458
7006095,7000048,7000683
7006096,7000048,7000684
7006097,7000048,7000685
7006116,7000048,7000689
7006117,7000048,7000690
7006140,7000048,7000174
7006141,7000048,7000175
7006142,7000048,7000176
7006143,7000048,7000451
7006144,7000048,7000178
7006145,7000048,7000420
7006149,7000048,7000241
7006150,7000048,7000180
7006151,7000048,7000181
7006153,7000048,7000182
7006154,7000048,7000184
7006157,7000048,7000442
7006158,7000048,7000186
7006159,7000048,7000188
7006160,7000048,7000189
7006161,7000048,7000191
7006162,7000048,7000193
7006163,7000048,7000194
7006164,7000048,7000196
7006165,7000048,7000198
7006166,7000048,7000199
7006169,7000048,7000202
7006170,7000048,7000203
7006173,7000048,7000422
7006174,7000048,7000554
7006180,7000048,7000359
7006181,7000048,7000427
7006182,7000048,7000360
7006183,7000048,7000361
7006184,7000048,7000362
7006185,7000048,7000331
7006186,7000048,7000332
7006187,7000048,7000333
7006188,7000048,7000334
7006189,7000048,7000364
7006190,7000048,7000365
7006191,7000048,7000366
7006192,7000048,7000429
7006193,7000048,7000336
7006194,7000048,7000367
7006196,7000048,7000369
7006200,7000048,7000598
7006201,7000048,7000557
7006203,7000048,7000691
7006204,7000048,7000493
7006205,7000048,7000511
7006206,7000048,7000482
7006207,7000048,7000599
7006208,7000048,7000692
7006209,7000048,7000600
7006210,7000048,7000513
7006211,7000048,7000560
7006213,7000048,7000636
7006216,7000048,7000563
7006218,7000048,7000565
7006219,7000048,7000603
7006220,7000048,7000693
7006221,7000048,7000204
7006222,7000048,7000205
7006223,7000048,7000453
7006224,7000048,7000515
7006225,7000048,7000605
7006226,7000048,7000606
7006227,7000048,7000694
7006228,7000048,7000607
7006229,7000048,7000566
7006230,7000048,7000608
7006231,7000048,7000609
7006232,7000048,7000695
7006233,7000048,7000610
7006234,7000048,7000206
7006235,7000048,7000611
7006236,7000048,7000494
7006237,7000048,7000612
7006238,7000048,7000567
7006239,7000048,7000696
7006240,7000048,7000430
7006241,7000048,7000613
7006242,7000048,7000431
7006243,7000048,7000614
7006244,7000048,7000568
7006245,7000048,7000615
7006246,7000048,7000616
7006247,7000048,7000697
7006248,7000048,7000370
7006249,7000048,7000432
7006250,7000048,7000433
7006251,7000048,7000454
7006252,7000048,7000455
7006253,7000048,7000617
7006254,7000048,7000618
7006255,7000048,7000698
7006256,7000048,7000619
7006257,7000048,7000495
7006258,7000048,7000496
7006259,7000048,7000620
7006260,7000048,7000516
7006261,7000048,7000569
7006262,7000048,7000517
7006263,7000048,7000570
7006264,7000048,7000621
7006265,7000048,7000622
7006266,7000048,7000623
7006267,7000048,7000472
7006268,7000048,7000699
7006269,7000048,7000700
7006270,7000048,7000456
7006271,7000048,7000459
7006272,7000048,7000207
7006273,7000048,7000483
7006274,7000048,7000701
7006275,7000049,7000518
7006276,7000049,7000475
7006277,7000049,7000457
7006278,7000049,7000014
7006279,7000049,7000439
7006280,7000049,7000015
7006281,7000049,7000379
7006282,7000049,7000016
7006283,7000049,7000017
7006284,7000049,7000019
7006285,7000049,7000380
7006286,7000049,7000020
7006287,7000049,7000021
7006288,7000049,7000022
7006289,7000049,7000023
7006290,7000049,7000025
7006291,7000049,7000026
7006292,7000049,7000027
7006293,7000049,7000028
7006294,7000049,7000030
7006295,7000049,7000519
7006296,7000049,7000381
7006297,7000049,7000031
7006298,7000049,7000227
7006299,7000049,7000032
7006300,7000049,7000033
7006301,7000049,7000229
7006302,7000049,7000253
7006303,7000049,7000035
7006304,7000049,7000340
7006305,7000049,7000036
7006306,7000049,7000208
7006307,7000049,7000382
7006308,7000049,7000038
7006309,7000049,7000039
7006310,7000049,7000041
7006311,7000049,7000043
7006312,7000049,7000044
7006313,7000049,7000341
7006314,7000049,7000342
7006315,7000049,7000045
7006316,7000049,7000384
7006317,7000049,7000444
7006318,7000049,7000385
7006319,7000049,7000047
7006320,7000049,7000386
7006321,7000049,7000048
7006322,7000049,7000051
7006323,7000049,7000052
7006324,7000049,7000053
7006325,7000049,7000054
7006326,7000049,7000055
7006327,7000049,7000637
7006328,7000049,7000056
7006329,7000049,7000499
7006330,7000049,7000571
7006331,7000049,7000520
7006332,7000049,7000638
7006333,7000049,7000521
7006334,7000049,7000387
7006335,7000049,7000057
7006336,7000049,7000058
7006337,7000049,7000059
7006338,7000049,7000230
7006339,7000049,7000060
7006340,7000049,7000572
7006341,7000049,7000061
7006342,7000049,7000063
7006343,7000049,7000064
7006344,7000049,7000639
7006345,7000049,7000388
7006346,7000049,7000065
7006347,7000049,7000343
7006348,7000049,7000391
7006349,7000049,7000344
7006350,7000049,7000392
7006351,7000049,7000573
7006352,7000049,7000393
7006353,7000049,7000500
7006354,7000049,7000523
7006355,7000049,7000394
7006356,7000049,7000345
7006357,7000049,7000524
7006358,7000049,7000254
7006359,7000049,7000255
7006360,7000049,7000371
7006361,7000049,7000395
7006362,7000049,7000396
7006363,7000049,7000640
7006364,7000049,7000525
7006365,7000049,7000641
7006366,7000049,7000501
7006367,7000049,7000487
7006368,7000049,7000527
7006369,7000049,7000528
7006370,7000049,7000642
7006371,7000049,7000488
7006372,7000049,7000625
7006373,7000049,7000529
7006374,7000049,7000643
7006375,7000049,7000702
7006376,7000049,7000068
7006378,7000049,7000644
7006379,7000049,7000070
7006380,7000049,7000346
7006381,7000049,7000071
7006382,7000049,7000445
7006383,7000049,7000072
7006384,7000049,7000073
7006385,7000049,7000074
7006386,7000049,7000399
7006387,7000049,7000257
7006388,7000049,7000347
7006389,7000049,7000400
7006390,7000049,7000075
7006391,7000049,7000076
7006392,7000049,7000077
7006393,7000049,7000258
7006394,7000049,7000259
7006395,7000049,7000078
7006396,7000049,7000079
7006397,7000049,7000080
7006398,7000049,7000081
7006399,7000049,7000209
7006400,7000049,7000082
7006401,7000049,7000575
7006403,7000049,7000262
7006404,7000049,7000263
7006405,7000049,7000348
7006406,7000049,7000401
7006407,7000049,7000349
7006408,7000049,7000443
7006409,7000049,7000350
7006410,7000049,7000402
7006411,7000049,7000403
7006412,7000049,7000352
7006413,7000049,7000446
7006414,7000049,7000353
7006415,7000049,7000404
7006416,7000049,7000354
7006417,7000049,7000447
7006418,7000049,7000355
7006419,7000049,7000356
7006421,7000049,7000476
7006422,7000049,7000477
7006423,7000049,7000478
7006424,7000049,7000479
7006425,7000049,7000480
7006426,7000049,7000576
7006427,7000049,7000489
7006428,7000049,7000634
7006431,7000049,7000469
7006432,7000049,7000467
7006433,7000049,7000471
7006434,7000049,7000481
7006435,7000049,7000490
7006436,7000049,7000503
7006471,7000049,7000645
7006472,7000049,7000110
7006473,7000049,7000646
7006474,7000049,7000577
7006475,7000049,7000531
7006476,7000049,7000647
7006477,7000049,7000578
7006478,7000049,7000532
7006479,7000049,7000648
7006480,7000049,7000649
7006481,7000049,7000533
7006482,7000049,7000111
7006483,7000049,7000504
7006484,7000049,7000650
7006485,7000049,7000113
7006486,7000049,7000651
7006487,7000049,7000535
7006488,7000049,7000114
7006489,7000049,7000652
7006490,7000049,7000115
7006491,7000049,7000653
7006492,7000049,7000538
7006493,7000049,7000539
7006494,7000049,7000654
7006495,7000049,7000655
7006496,7000049,7000656
7006497,7000049,7000580
7006498,7000049,7000657
7006499,7000049,7000658
7006500,7000049,7000581
7006501,7000049,7000582
7006502,7000049,7000660
7006503,7000049,7000661
7006504,7000049,7000583
7006505,7000049,7000540
7006506,7000049,7000662
7006507,7000049,7000584
7006508,7000049,7000406
7006509,7000049,7000663
7006510,7000049,7000585
7006511,7000049,7000116
7006512,7000049,7000664
7006513,7000049,7000665
7006514,7000049,7000666
7006515,7000049,7000667
7006516,7000049,7000541
7006517,7000049,7000668
7006518,7000049,7000669
7006519,7000049,7000542
7006520,7000049,7000670
7006521,7000049,7000543
7006522,7000049,7000671
7006523,7000049,7000587
7006524,7000049,7000544
7006525,7000049,7000672
7006526,7000049,7000545
7006527,7000049,7000588
7006528,7000049,7000589
7006529,7000049,7000673
7006530,7000049,7000674
7006531,7000049,7000590
7006532,7000049,7000546
7006533,7000049,7000591
7006534,7000049,7000675
7006535,7000049,7000507
7006536,7000049,7000547
7006537,7000049,7000548
7006538,7000049,7000508
7006539,7000049,7000592
7006540,7000049,7000676
7006541,7000049,7000593
7006542,7000049,7000703
7006549,7000049,7000678
7006550,7000049,7000679
7006551,7000049,7000680
7006552,7000049,7000681
7006553,7000049,7000682
7006554,7000049,7000458
7006555,7000049,7000683
7006556,7000049,7000684
7006557,7000049,7000685
7006587,7000049,7000689
7006588,7000049,7000690
7006604,7000049,7000170
7006611,7000049,7000174
7006612,7000049,7000175
7006613,7000049,7000176
7006614,7000049,7000419
7006615,7000049,7000451
7006616,7000049,7000178
7006617,7000049,7000420
7006618,7000049,7000597
